timestamp,action,shares,current_price,predicted_price,profit_loss
2024-08-07 20:00:00+00:00,BUY,52,191.5,192.53731,
2024-08-12 12:00:00+00:00,SELL,52,196.82,199.47008,276.63999999999965
2024-08-14 16:00:00+00:00,BUY,51,201.37,202.01997,
2024-08-15 12:00:00+00:00,SELL,51,213.88,201.0915,638.0099999999995
2024-08-15 16:00:00+00:00,BUY,50,214.205,214.58391,
2024-08-21 12:00:00+00:00,SELL,50,221.15,221.72041,347.24999999999966
2024-08-21 16:00:00+00:00,BUY,50,223.21,220.22922,
2024-08-22 16:00:00+00:00,SELL,50,210.75,217.41052,-623.0000000000005
2024-08-26 12:00:00+00:00,BUY,50,212.36,224.89383,
2024-08-27 12:00:00+00:00,SELL,50,209.405,217.12117,-147.75000000000063
2024-08-27 16:00:00+00:00,BUY,50,209.14,209.23874,
2024-09-04 12:00:00+00:00,SELL,50,218.86,209.4411,486.00000000000136
2024-09-05 12:00:00+00:00,BUY,48,225.91,221.07446,
2024-09-05 16:00:00+00:00,SELL,48,230.04,226.16345,198.23999999999978
2024-09-06 12:00:00+00:00,BUY,51,216.77,230.0847,
2024-09-10 12:00:00+00:00,SELL,51,220.89,215.21124,210.11999999999878
2024-09-11 12:00:00+00:00,BUY,51,221.81,225.75945,
2024-09-13 20:00:00+00:00,SELL,51,230.21,229.49525,428.4000000000003
2024-09-17 16:00:00+00:00,BUY,51,227.575,234.82895,
2024-09-20 16:00:00+00:00,SELL,51,238.33,236.28384,548.5050000000012
2024-09-23 12:00:00+00:00,BUY,49,249.63,234.90181,
2024-09-24 20:00:00+00:00,SELL,49,254.7,252.69336,248.42999999999967
2024-09-25 12:00:00+00:00,BUY,49,256.24,258.30994,
2024-09-26 16:00:00+00:00,SELL,49,254.125,251.9945,-103.63500000000045
2024-09-26 20:00:00+00:00,BUY,49,254.4,252.21962,
2024-09-27 16:00:00+00:00,SELL,49,260.44,258.8511,295.9599999999996
2024-09-27 20:00:00+00:00,BUY,49,260.39,261.0637,
