timestamp,action,shares,current_price,predicted_price,profit_loss
2024-08-08 12:00:00+00:00,BUY,50,198.04,195.04109,
2024-08-12 12:00:00+00:00,SELL,50,196.82,199.47008,-60.99999999999994
2024-08-15 12:00:00+00:00,BUY,46,213.88,201.0915,
2024-08-15 16:00:00+00:00,SELL,46,214.205,214.58391,14.950000000000784
2024-08-16 16:00:00+00:00,BUY,46,216.19,217.09892,
2024-08-20 16:00:00+00:00,SELL,46,221.09,222.49135,225.40000000000026
2024-08-21 16:00:00+00:00,BUY,45,223.21,220.22922,
2024-08-22 12:00:00+00:00,SELL,45,216.05,226.65643,-322.1999999999998
2024-08-22 16:00:00+00:00,BUY,46,210.75,217.41052,
2024-08-28 16:00:00+00:00,SELL,46,205.71,204.61261,-231.83999999999963
2024-08-29 12:00:00+00:00,BUY,45,210.97,202.9017,
2024-08-30 16:00:00+00:00,SELL,45,214.2,210.51012,145.34999999999954
2024-09-03 12:00:00+00:00,BUY,45,214.72,215.19969,
2024-09-04 16:00:00+00:00,SELL,45,219.43,220.47032,211.95000000000036
2024-09-09 16:00:00+00:00,BUY,46,216.41,216.16193,
2024-09-10 12:00:00+00:00,SELL,46,220.89,215.21124,206.07999999999953
2024-09-11 16:00:00+00:00,BUY,44,228.14,219.03334,
2024-09-13 12:00:00+00:00,SELL,44,229.29,226.56052,50.60000000000025
2024-09-13 16:00:00+00:00,BUY,44,230.23,228.04405,
2024-09-18 12:00:00+00:00,SELL,44,227.575,225.26204,-116.82000000000005
2024-09-18 16:00:00+00:00,BUY,44,227.12,226.67838,
2024-09-19 12:00:00+00:00,SELL,44,242.08,230.76501,658.2400000000004
2024-09-19 16:00:00+00:00,BUY,44,243.92,240.66383,
2024-09-20 12:00:00+00:00,SELL,44,239.695,244.81447,-185.89999999999975
2024-09-24 16:00:00+00:00,BUY,41,254.27,253.07703,
2024-09-25 12:00:00+00:00,SELL,41,256.24,258.30994,80.76999999999995
2024-09-26 12:00:00+00:00,BUY,41,255.51,262.01578,
2024-09-26 16:00:00+00:00,SELL,41,254.125,251.9945,-56.78499999999963
2024-09-27 12:00:00+00:00,BUY,41,258.56,257.55548,
2024-09-27 16:00:00+00:00,SELL,41,260.44,258.8511,77.07999999999981
2024-10-04 12:00:00+00:00,BUY,43,247.04,241.89162,
2024-10-04 16:00:00+00:00,SELL,43,250.035,246.24106,128.7850000000002
2024-10-10 16:00:00+00:00,BUY,45,238.7,240.37595,
2024-10-15 16:00:00+00:00,SELL,45,219.575,220.34299,-860.625
2024-10-21 12:00:00+00:00,BUY,45,218.95,222.84769,
2024-10-23 20:00:00+00:00,SELL,45,233.5,213.97757,654.7500000000005
2024-10-24 12:00:00+00:00,BUY,41,253.98,232.35107,
2024-10-24 16:00:00+00:00,SELL,41,260.48,252.81207,266.50000000000114
2024-10-24 20:00:00+00:00,BUY,42,258.62,256.94296,
2024-10-25 12:00:00+00:00,SELL,42,266.025,260.417,311.00999999999885
2024-10-25 16:00:00+00:00,BUY,41,269.16,264.10312,
2024-10-28 16:00:00+00:00,SELL,41,262.495,270.66675,-273.26500000000084
2024-10-28 20:00:00+00:00,BUY,41,261.55,255.92664,
2024-10-29 12:00:00+00:00,SELL,41,258.605,256.75586,-120.74499999999972
2024-10-29 16:00:00+00:00,BUY,41,259.5,259.68225,
2024-10-30 16:00:00+00:00,SELL,41,257.595,259.5264,-78.10499999999888
2024-11-01 12:00:00+00:00,BUY,42,250.26,250.20883,
2024-11-05 20:00:00+00:00,SELL,42,251.3,250.51315,43.68000000000086
2024-11-07 16:00:00+00:00,BUY,36,297.9,296.27786,
2024-11-08 20:00:00+00:00,SELL,36,322.5,323.65067,885.6000000000008
2024-11-11 20:00:00+00:00,BUY,33,352.89,348.1143,
2024-11-12 12:00:00+00:00,SELL,33,341.09,355.09125,-389.4000000000004
2024-11-14 16:00:00+00:00,BUY,35,313.87,304.57803,
2024-11-18 12:00:00+00:00,SELL,35,345.27,328.0051,1098.999999999999
2024-11-18 16:00:00+00:00,BUY,37,332.61,341.62128,
2024-11-18 20:00:00+00:00,SELL,37,338.71,331.93848,225.69999999999874
2024-11-19 12:00:00+00:00,BUY,36,341.91,338.52045,
2024-11-19 16:00:00+00:00,SELL,36,343.81,340.50055,68.39999999999918
2024-11-21 12:00:00+00:00,BUY,37,340.88,342.2481,
2024-11-21 20:00:00+00:00,SELL,37,339.69,338.58932,-44.029999999999916
2024-11-25 12:00:00+00:00,BUY,35,351.585,354.09213,
2024-11-26 16:00:00+00:00,SELL,35,339.19,342.88663,-433.82499999999936
2024-11-26 20:00:00+00:00,BUY,36,338.19,338.24646,
2024-11-27 16:00:00+00:00,SELL,36,332.46,333.691,-206.28000000000065
2024-11-27 20:00:00+00:00,BUY,35,332.92,331.05728,
2024-11-29 12:00:00+00:00,SELL,35,339.28,331.41946,222.5999999999985
2024-11-29 16:00:00+00:00,BUY,35,345.46,341.10822,
