timestamp,action,shares,current_price,predicted_price,profit_loss
2025-02-25 12:00:00+00:00,BUY,32,304.16,327.4088126224008,
2025-02-27 12:00:00+00:00,SELL,32,286.4,300.6494324776414,-568.3200000000015
2025-02-28 12:00:00+00:00,BUY,32,291.77,283.37334137252316,
2025-03-04 12:00:00+00:00,SELL,32,265.83,289.1142174114869,-830.0799999999999
2025-03-05 12:00:00+00:00,BUY,31,272.94,275.56269426751123,
2025-03-07 12:00:00+00:00,SELL,31,259.02,266.8416173804947,-431.5200000000005
2025-03-11 12:00:00+00:00,BUY,35,227.44,266.846640434934,
2025-03-24 12:00:00+00:00,SELL,35,272.0,243.89538230747593,1559.6000000000001
2025-04-07 12:00:00+00:00,BUY,42,227.87,241.53992476994867,
2025-04-09 16:00:00+00:00,SELL,42,272.12,230.00983230059143,1858.5
2025-04-21 12:00:00+00:00,BUY,51,223.63,241.9469168640314,
2025-04-23 12:00:00+00:00,SELL,51,254.53,238.87256119606513,1575.9000000000003
2025-06-05 16:00:00+00:00,BUY,46,284.77,317.79222915580556,
2025-06-10 12:00:00+00:00,SELL,46,318.72,312.1250248635683,1561.700000000002
2025-07-01 20:00:00+00:00,BUY,48,301.35,301.82692637654407,
2025-07-14 12:00:00+00:00,SELL,48,314.85,314.96204513476965,648.0
2025-11-13 16:00:00+00:00,BUY,38,400.26,403.91596397728733,
2025-11-25 16:00:00+00:00,SELL,38,417.34,407.29698340974596,649.0399999999994
