timestamp,portfolio_value
2025-02-21 20:00:00+00:00,10000.0
2025-02-24 12:00:00+00:00,10000.0
2025-02-24 16:00:00+00:00,10000.0
2025-02-24 20:00:00+00:00,10000.0
2025-02-25 12:00:00+00:00,10000.0
2025-02-25 16:00:00+00:00,9917.759999999998
2025-02-25 20:00:00+00:00,9955.199999999999
2025-02-26 12:00:00+00:00,9886.4
2025-02-26 16:00:00+00:00,9517.599999999999
2025-02-26 20:00:00+00:00,9608.96
2025-02-27 12:00:00+00:00,9431.679999999998
2025-02-27 16:00:00+00:00,9431.679999999998
2025-02-27 20:00:00+00:00,9431.679999999998
2025-02-28 12:00:00+00:00,9431.679999999998
2025-02-28 16:00:00+00:00,9367.839999999998
2025-02-28 20:00:00+00:00,9479.679999999998
2025-03-03 12:00:00+00:00,9543.999999999998
2025-03-03 16:00:00+00:00,9166.08
2025-03-03 20:00:00+00:00,9208.96
2025-03-04 12:00:00+00:00,8601.599999999999
2025-03-04 16:00:00+00:00,8601.599999999999
2025-03-04 20:00:00+00:00,8601.599999999999
2025-03-05 12:00:00+00:00,8601.599999999999
2025-03-05 16:00:00+00:00,8699.869999999999
2025-03-05 20:00:00+00:00,8797.829999999998
2025-03-06 12:00:00+00:00,8503.949999999999
2025-03-06 16:00:00+00:00,8259.204999999998
2025-03-06 20:00:00+00:00,8307.099999999999
2025-03-07 12:00:00+00:00,8170.079999999998
2025-03-07 16:00:00+00:00,8170.079999999998
2025-03-07 20:00:00+00:00,8170.079999999998
2025-03-11 12:00:00+00:00,8170.079999999998
2025-03-11 16:00:00+00:00,8278.929999999998
2025-03-11 20:00:00+00:00,8274.029999999999
2025-03-12 12:00:00+00:00,8848.904999999999
2025-03-12 16:00:00+00:00,8894.755
2025-03-13 12:00:00+00:00,8412.279999999999
2025-03-13 16:00:00+00:00,8633.479999999998
2025-03-14 12:00:00+00:00,8926.429999999998
2025-03-14 16:00:00+00:00,8956.879999999997
2025-03-17 12:00:00+00:00,8411.754999999997
2025-03-17 16:00:00+00:00,8534.779999999999
2025-03-18 12:00:00+00:00,8214.179999999998
2025-03-18 16:00:00+00:00,8099.029999999998
2025-03-19 12:00:00+00:00,8453.579999999998
2025-03-19 16:00:00+00:00,8459.879999999997
2025-03-20 12:00:00+00:00,8329.329999999998
2025-03-20 16:00:00+00:00,8478.429999999998
2025-03-21 12:00:00+00:00,8644.679999999998
2025-03-21 16:00:00+00:00,8919.079999999998
2025-03-21 20:00:00+00:00,8920.129999999997
2025-03-24 12:00:00+00:00,9729.679999999998
2025-03-24 16:00:00+00:00,9729.679999999998
2025-03-25 12:00:00+00:00,9729.679999999998
2025-03-25 16:00:00+00:00,9729.679999999998
2025-03-25 20:00:00+00:00,9729.679999999998
2025-03-26 12:00:00+00:00,9729.679999999998
2025-03-26 16:00:00+00:00,9729.679999999998
2025-03-26 20:00:00+00:00,9729.679999999998
2025-03-27 12:00:00+00:00,9729.679999999998
2025-03-27 16:00:00+00:00,9729.679999999998
2025-03-28 12:00:00+00:00,9729.679999999998
2025-03-28 16:00:00+00:00,9729.679999999998
2025-03-31 12:00:00+00:00,9729.679999999998
2025-03-31 16:00:00+00:00,9729.679999999998
2025-03-31 20:00:00+00:00,9729.679999999998
2025-04-01 12:00:00+00:00,9729.679999999998
2025-04-01 16:00:00+00:00,9729.679999999998
2025-04-02 12:00:00+00:00,9729.679999999998
2025-04-02 16:00:00+00:00,9729.679999999998
2025-04-02 20:00:00+00:00,9729.679999999998
2025-04-03 12:00:00+00:00,9729.679999999998
2025-04-03 16:00:00+00:00,9729.679999999998
2025-04-04 12:00:00+00:00,9729.679999999998
2025-04-04 16:00:00+00:00,9729.679999999998
2025-04-07 12:00:00+00:00,9729.679999999998
2025-04-07 16:00:00+00:00,9957.739999999998
2025-04-07 20:00:00+00:00,10008.139999999998
2025-04-08 12:00:00+00:00,10363.46
2025-04-08 16:00:00+00:00,9478.519999999997
2025-04-09 12:00:00+00:00,9811.159999999998
2025-04-09 16:00:00+00:00,11588.179999999998
2025-04-09 20:00:00+00:00,11588.179999999998
2025-04-10 12:00:00+00:00,11588.179999999998
2025-04-10 16:00:00+00:00,11588.179999999998
2025-04-11 12:00:00+00:00,11588.179999999998
2025-04-11 16:00:00+00:00,11588.179999999998
2025-04-14 12:00:00+00:00,11588.179999999998
2025-04-14 16:00:00+00:00,11588.179999999998
2025-04-15 12:00:00+00:00,11588.179999999998
2025-04-15 16:00:00+00:00,11588.179999999998
2025-04-16 12:00:00+00:00,11588.179999999998
2025-04-16 16:00:00+00:00,11588.179999999998
2025-04-17 12:00:00+00:00,11588.179999999998
2025-04-17 16:00:00+00:00,11588.179999999998
2025-04-17 20:00:00+00:00,11588.179999999998
2025-04-21 12:00:00+00:00,11588.179999999998
2025-04-21 16:00:00+00:00,11785.55
2025-04-21 20:00:00+00:00,11784.529999999999
2025-04-22 12:00:00+00:00,12384.289999999999
2025-04-22 16:00:00+00:00,12318.244999999999
2025-04-22 20:00:00+00:00,12373.07
2025-04-23 12:00:00+00:00,13164.079999999998
2025-04-23 16:00:00+00:00,13164.079999999998
2025-04-23 20:00:00+00:00,13164.079999999998
2025-04-24 12:00:00+00:00,13164.079999999998
2025-04-24 16:00:00+00:00,13164.079999999998
2025-04-25 12:00:00+00:00,13164.079999999998
2025-04-25 16:00:00+00:00,13164.079999999998
2025-04-25 20:00:00+00:00,13164.079999999998
2025-04-28 12:00:00+00:00,13164.079999999998
2025-04-28 16:00:00+00:00,13164.079999999998
2025-04-28 20:00:00+00:00,13164.079999999998
2025-04-29 12:00:00+00:00,13164.079999999998
2025-04-29 16:00:00+00:00,13164.079999999998
2025-04-30 12:00:00+00:00,13164.079999999998
2025-04-30 16:00:00+00:00,13164.079999999998
2025-05-01 12:00:00+00:00,13164.079999999998
2025-05-01 16:00:00+00:00,13164.079999999998
2025-05-02 12:00:00+00:00,13164.079999999998
2025-05-02 16:00:00+00:00,13164.079999999998
2025-05-05 12:00:00+00:00,13164.079999999998
2025-05-05 16:00:00+00:00,13164.079999999998
2025-05-06 12:00:00+00:00,13164.079999999998
2025-05-06 16:00:00+00:00,13164.079999999998
2025-05-07 12:00:00+00:00,13164.079999999998
2025-05-07 16:00:00+00:00,13164.079999999998
2025-05-08 12:00:00+00:00,13164.079999999998
2025-05-08 16:00:00+00:00,13164.079999999998
2025-05-09 12:00:00+00:00,13164.079999999998
2025-05-09 16:00:00+00:00,13164.079999999998
2025-05-12 12:00:00+00:00,13164.079999999998
2025-05-12 16:00:00+00:00,13164.079999999998
2025-05-12 20:00:00+00:00,13164.079999999998
2025-05-13 12:00:00+00:00,13164.079999999998
2025-05-13 16:00:00+00:00,13164.079999999998
2025-05-13 20:00:00+00:00,13164.079999999998
2025-05-14 12:00:00+00:00,13164.079999999998
2025-05-14 16:00:00+00:00,13164.079999999998
2025-05-14 20:00:00+00:00,13164.079999999998
2025-05-15 12:00:00+00:00,13164.079999999998
2025-05-15 16:00:00+00:00,13164.079999999998
2025-05-15 20:00:00+00:00,13164.079999999998
2025-05-16 12:00:00+00:00,13164.079999999998
2025-05-16 16:00:00+00:00,13164.079999999998
2025-05-16 20:00:00+00:00,13164.079999999998
