timestamp,open,high,low,close,volume,vwap,transactions,sentiment,price_change,high_low_range,log_volume,macd_line,macd_signal,macd_histogram,rsi,momentum,roc,atr,ema_9,ema_21,ema_50,ema_200,adx,obv,bollinger_upper,bollinger_lower,lagged_close_1,lagged_close_2,lagged_close_3,lagged_close_5,lagged_close_10,candle_body_ratio,wick_dominance,gap_vs_prev,volume_zscore,atr_zscore,rsi_zscore,adx_trend,macd_cross,macd_hist_flip,day_of_week,days_since_high,days_since_low,predicted_close
2020-07-27 12:00:00+00:00,95.57,98.59,94.48,96.06,596100,96.61542,629,0.9992487370182062,0.4900000000000091,4.109999999999999,13.298165394777488,0.0,0.0,0.0,50.0,0.0,0.0,4.109999999999999,96.06,96.06,96.06,96.06,,0.0,,,96.06,96.06,96.06,96.06,96.06,0.1192214111922163,0.6155717761557181,-0.4900000000000091,0.0,0.0,0.0,0,0,0,0,0.0,0.0,
2020-07-27 16:00:00+00:00,96.1,103.13,96.05,102.84,627720,101.492958,602,0.9992487370182062,6.740000000000009,7.079999999999998,13.34985107921836,0.5408547008547089,0.1081709401709417,0.4326837606837671,50.0,0.0,0.0,4.505999999999999,97.416,96.67636363636365,96.32588235294118,96.12746268656716,100.0,627720.0,109.0383679528896,89.86163204711042,96.06,96.06,96.06,96.06,96.06,0.951977401129945,0.0409604519774,0.039999999999992,0.0,0.0,0.0,1,0,0,0,0.0,0.0,96.05999755859376
2020-07-28 12:00:00+00:00,100.05,104.29,98.56,102.9,662340,101.329479,702,0.9992487370182062,2.8500000000000085,5.730000000000004,13.403535808037905,0.9632239998052086,0.2791815520977951,0.6840424477074134,50.0,0.0,0.0,4.6692,98.5128,97.24214876033058,96.58369088811996,96.1948511175466,100.0,1290060.0,108.4637395684242,92.73626043157584,102.84,96.06,96.06,96.06,96.06,0.4973821989528807,0.2600349040139605,-2.7900000000000063,0.0,0.0,0.0,1,0,0,1,0.0,0.0,102.83914184570312
2020-07-28 16:00:00+00:00,102.58,102.94,98.5,98.62,403365,100.561208,411,0.9992487370182062,-3.9599999999999937,4.439999999999998,12.907599617360695,0.9417387041133763,0.4116929825009114,0.530045721612465,95.03365049895568,0.0,0.0,4.63864,98.53424000000004,97.36740796393688,96.66354614740938,96.2189819521979,99.30555555555551,886695.0,106.82407731760844,93.38592268239158,102.9,102.84,96.06,96.06,96.06,-0.8918918918918909,0.0810810810810809,-0.3200000000000074,0.0,0.0,0.0,1,0,0,1,1.0,1.0,102.8990707397461
2020-07-29 12:00:00+00:00,99.87,102.22,99.54,101.84,427065,100.615201,448,0.9992487370182062,1.9699999999999989,2.6799999999999926,12.964693847011285,1.171039527099964,0.563562291420722,0.6074772356792421,95.22575552161452,0.0,0.0,4.500154666666666,99.19539200000004,97.77400723994262,96.86654433770704,96.27491248003672,98.95833333333329,1313760.0,106.47426535449908,94.42973464550091,98.62,102.9,102.84,96.06,96.06,0.7350746268656733,0.1417910447761181,1.25,0.0,0.0,0.0,1,0,0,2,2.0,0.0,98.6199188232422
2020-07-29 16:00:00+00:00,101.65,101.73,99.48,99.95,251640,100.628546,288,0.9992487370182062,-1.7000000000000028,2.25,12.435758747607082,1.1865767584757805,0.6881651848317337,0.4984115736440467,92.95298597375152,0.0,0.0,4.214800711111111,99.34631360000004,97.9718247635842,96.9874641676009,96.31148051506123,98.34192439862537,1062120.0,105.77038356141033,94.96628310525637,101.84,98.62,102.9,96.06,96.06,-0.7555555555555569,0.2088888888888883,-0.1899999999999977,0.0,0.0,0.0,1,0,0,2,3.0,1.0,101.83989715576172
2020-07-30 12:00:00+00:00,98.8,100.44,98.23,100.36,467175,99.263029,581,0.9992487370182062,1.5600000000000025,2.2099999999999937,13.054461339313663,1.2179341134457076,0.7941189705545285,0.423815142891179,92.99206088772053,0.0,0.0,3.947493949629629,99.54905088000004,98.18893160325835,97.11972047475382,96.3517642910308,92.15905298188136,1529295.0,105.29852149177388,95.43576422251184,99.95,101.84,98.62,102.84,96.06,0.7058823529411795,0.2579185520361967,-1.1500000000000057,0.0,0.0,0.0,1,0,0,3,4.0,2.0,99.95015716552734
2020-07-30 16:00:00+00:00,100.51,100.88,99.17,99.17,212880,99.861828,247,0.9992487370182062,-1.3400000000000034,1.7099999999999935,12.268488603122687,1.1336934757333097,0.8620338715902849,0.2716596041430248,91.40780990143948,0.0,0.0,3.649161423012344,99.47324070400003,98.27811963932578,97.20012359339091,96.3798064373887,88.06709011534282,1316415.0,104.860882387872,95.574117612128,100.36,99.95,101.84,102.9,96.06,-0.7836257309941569,0.216374269005843,0.1500000000000056,0.0,0.0,0.0,1,0,0,3,5.0,3.0,100.3599624633789
2020-07-31 12:00:00+00:00,100.43,100.78,97.14,97.59,1397265,98.561528,1208,0.9992487370182062,-2.8400000000000034,3.640000000000001,14.150028028130972,0.9287335062921755,0.8753737985306631,0.0533597077615124,89.23408931589371,0.0,0.0,3.6479398999440313,99.09659256320003,98.21556330847798,97.21541286423836,96.39184816437984,80.64885060144907,-80850.0,104.60895294539031,95.2421581657208,99.17,100.36,99.95,98.62,96.06,-0.780219780219781,0.1236263736263744,1.2600000000000051,0.0,0.0,0.0,1,0,0,4,6.0,4.0,99.1700668334961
2020-07-31 16:00:00+00:00,97.54,97.66,94.74,95.44,492285,95.873282,476,0.9992487370182062,-2.1000000000000085,2.9200000000000017,13.106815127397583,0.58605850452156,0.8175107397288425,-0.2314522352072824,86.2291174371095,0.0,0.0,3.550881246618161,98.36527405056005,97.96323937134362,97.14578883034666,96.38237703836612,72.00426400009691,-573135.0,104.72534831161197,94.22865168838806,97.59,99.17,100.36,101.84,96.06,-0.7191780821917834,0.2397260273972611,-0.0499999999999971,-0.1856148717847025,-1.3772672074166443,0.3393660123476673,1,-1,1,4,7.0,5.0,97.58999633789062
