timestamp,open,high,low,close,volume,vwap,transactions,price_change,high_low_range,log_volume,returns_1,returns_3,returns_5,ma_3,ma_5,ma_10,std_5,std_10,open_close_diff,volume_change,macd_line,macd_signal,macd_histogram,rsi,momentum,roc,atr,ema_9,ema_21,ema_50,ema_200,adx,obv,bollinger_upper,bollinger_lower,lagged_close_1,lagged_close_2,lagged_close_3,lagged_close_5,lagged_close_10,candle_body_ratio,wick_dominance,gap_vs_prev,volume_zscore,atr_zscore,rsi_zscore,adx_trend,macd_cross,macd_hist_flip,day_of_week,days_since_high,days_since_low
2023-05-30 12:00:00+00:00,200.46,200.46,200.46,200.46,1217,200.46,25,0.0,0.0,7.1049654482698426,,,,,,,,,0.0,,0.0,0.0,0.0,50.0,0.0,0.0,0.0,200.46,200.46,200.46,200.46,,0.0,0.0,0.0,200.46,200.46,200.46,200.46,200.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0
2023-05-30 13:00:00+00:00,200.09,204.45,198.64,199.75,264279,201.6476,3122,-0.3400000000000034,5.810000000000002,12.484764426143823,-0.003541853736406253,,,,,,,,0.3400000000000034,216.15612161051766,-0.05663817663818804,-0.011327635327637609,-0.045310541310550435,0.0,0.0,0.0,0.774666666666667,200.318,200.39545454545456,200.4321568627451,200.4529353233831,100.0,-264279.0,201.10909162928493,199.1009083707151,200.46,200.46,200.46,200.46,200.46,-0.05851979345955306,0.7504302925989644,-0.37000000000000455,0.0,0.0,0.0,1,0,0,1,0.0,1.0
2023-05-30 14:00:00+00:00,199.86,202.275,197.665,200.22,160975,199.616604,1778,0.3599999999999852,4.610000000000014,11.989010564531831,0.0023529411764706687,,,200.14333333333335,,,,,-0.3599999999999852,-0.3908899307171587,-0.06287448965511544,-0.021637006193133176,-0.04123748346198226,4.845360824742201,0.0,0.0,1.2860444444444465,200.29840000000002,200.3795041322314,200.4238369857747,200.45061755897132,80.36253776435046,-103304.0,200.86564443897507,199.42102222769162,199.75,200.46,200.46,200.46,200.46,0.07809110629066901,0.4761388286334089,0.11000000000001364,0.0,0.0,0.0,1,0,0,1,1.0,2.0
2023-05-30 15:00:00+00:00,200.22,201.33,199.1,200.87,105871,200.180877,1160,0.6500000000000057,2.230000000000018,11.56998609625184,0.003246428928179057,0.0020452958196148785,,200.27999999999997,,,,,-0.6500000000000057,-0.34231402391675725,-0.015192119629602985,-0.020348028880427138,0.005155909250824153,11.249999999999929,0.0,0.0,1.4119051851851896,200.41272000000004,200.4240946656649,200.44133357456786,200.45479051858356,73.81671701913395,2567.0,201.26087748485935,199.38912251514063,200.22,199.75,200.46,200.46,200.46,0.29147982062780287,0.5022421524663656,0.0,0.0,0.0,0.0,1,1,1,1,2.0,3.0
2023-05-30 16:00:00+00:00,200.84,200.87,198.59,199.72,70692,199.574675,936,-1.1200000000000045,2.280000000000001,11.16610183708187,-0.0057250958331259705,-0.00015018773466835,,200.26999999999998,200.204,,0.4872678934631375,,1.1200000000000045,-0.33228173909758096,-0.0693988995853374,-0.030158203021409192,-0.039240696563928215,9.971255673222345,0.0,0.0,1.5276511604938312,200.27417600000004,200.36008605969536,200.41304598340835,200.44747917013996,66.80089392873407,-68125.0,201.1785357869263,199.22946421307373,200.87,200.22,199.75,200.46,200.46,-0.49122807017544035,0.49561403508771706,-0.030000000000001137,0.0,0.0,0.0,1,-1,1,1,3.0,4.0
2023-05-30 17:00:00+00:00,199.645,200.2,197.69,197.85,56017,199.250891,672,-1.795000000000016,2.509999999999991,10.933428346641618,-0.009363108351692406,-0.011836979322744967,-0.01302005387608507,199.48000000000002,199.682,,1.1250644425987455,,1.795000000000016,-0.20759067504102302,-0.2602515175040878,-0.07617686591794492,-0.1840746515861429,8.315971256164588,0.0,0.0,1.6586310057613192,199.78934080000005,200.13189641790487,200.31253437621586,200.42163360625798,58.47600926063431,-124142.0,201.92211369672134,197.70121963661194,199.72,200.87,200.22,200.46,200.46,-0.7151394422310846,0.22111553784859778,-0.07499999999998863,0.0,0.0,0.0,1,0,0,1,4.0,5.0
2023-05-30 18:00:00+00:00,197.83,201.96,197.64,201.64,98301,200.343801,1085,3.809999999999974,4.320000000000022,11.495799651808243,0.01915592620672224,0.003833325036092905,0.009461827284105162,199.73666666666668,200.06,,1.4298426486855136,,-3.809999999999974,0.7548422800221362,-0.10447791026089703,-0.08183707478653535,-0.022640835474361687,32.70060435823878,0.0,0.0,2.013480204993146,200.15947264000005,200.26899674354988,200.3645918516584,200.43375665495194,55.62408679935058,-25841.0,202.44389669786852,197.70181758784577,197.85,199.72,200.87,199.75,200.46,0.881944444444434,0.0740740740740787,-0.01999999999998181,0.0,0.0,0.0,1,0,0,1,5.0,6.0
2023-05-30 19:00:00+00:00,201.8,201.9,200.07,201.16,130002,200.937589,1450,-0.6400000000000148,1.8300000000000125,11.775312806094528,-0.002380480063479462,0.007210094131784528,0.0046948356807512415,200.21666666666667,200.248,,1.5153778406720866,,0.6400000000000148,0.32248908963286227,-0.019533028115830575,-0.06937626545239439,0.04984323733656382,31.555908947010025,0.0,0.0,1.9890161776607282,200.35957811200004,200.3499970395908,200.39578432806394,200.44098295689273,53.58699932700506,-155843.0,202.53461543032913,197.8828845696709,201.64,197.85,199.72,200.22,200.46,-0.3497267759562898,0.5956284153005442,0.160000000000025,0.0,0.0,0.0,1,1,1,1,6.0,7.0
2023-05-31 13:00:00+00:00,199.83,202.975,198.18,200.04,169160,200.789593,2117,0.20999999999997954,4.7949999999999875,12.03860620313197,-0.00556770729767353,0.011068991660348804,-0.004132025688256102,200.94666666666663,200.08199999999997,,1.4751338922280932,,-0.20999999999997954,0.30121075060383684,-0.042102900758692385,-0.063921592513654,0.02181869175496161,29.004602916746748,0.0,0.0,2.3631473539726295,200.29566248960003,200.32181549053706,200.3818320014732,200.43699307672463,48.727776530830205,-325003.0,202.36855456667948,198.01144543332052,201.16,201.64,197.85,200.87,200.46,0.04379562043795205,0.6120959332638185,-1.329999999999984,0.0,0.0,0.0,1,0,0,2,7.0,8.0
2023-05-31 14:00:00+00:00,199.93,200.38,196.25,197.55,176065,197.903218,2149,-2.3799999999999955,4.1299999999999955,12.078614203725362,-0.012447510497900272,-0.020283673874231134,-0.010865211295814081,199.58333333333334,199.648,199.926,1.8736515150902553,1.3234987302180825,2.3799999999999955,0.04081934263419251,-0.2579385229061302,-0.10272497859214924,-0.15521354431398093,24.30062465126258,0.0,0.0,2.5987277067762786,199.74652999168003,200.06983226412459,200.27077976612134,200.40826677745375,43.736461242702724,-501068.0,202.57299746043614,197.27900253956383,200.04,201.16,201.64,199.72,200.46,-0.5762711864406775,0.31476997578692806,-0.10999999999998522,0.7131014040926937,1.3541645710167376,0.2604307823952725,1,-1,1,2,8.0,9.0
