timestamp,open,high,low,close,volume,vwap,transactions,sentiment,price_change,high_low_range,log_volume,macd_line,macd_signal,macd_histogram,rsi,roc,atr,ema_9,ema_21,ema_50,ema_200,adx,obv,bollinger_upper,bollinger_lower,bollinger_percB,returns_1,returns_3,returns_5,std_5,std_10,lagged_close_1,lagged_close_2,lagged_close_3,lagged_close_5,lagged_close_10,candle_body_ratio,wick_dominance,gap_vs_prev,volume_zscore,atr_zscore,rsi_zscore,macd_cross,macd_hist_flip,month,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,days_since_high,days_since_low,predicted_close
2020-07-27 12:00:00+00:00,91.02,92.1,90.77,91.23,559844,91.618057,1136,0.1797397080808878,0.2100000000000079,1.3299999999999983,13.23541523868481,0.0,0.0,0.0,50.0,0.0,1.3299999999999983,91.23,91.23,91.23,91.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.23,91.23,91.23,91.23,91.23,0.1578947368421114,0.6541353383458582,-0.2100000000000079,0.0,0.0,0.0,0,0,7,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
2020-07-27 16:00:00+00:00,91.2,92.13,91.06,92.11,235140,91.722167,605,0.1797397080808878,0.9099999999999966,1.0699999999999932,12.367940613198265,0.0701994301994233,0.0140398860398846,0.0561595441595386,50.0,0.0,1.295333333333331,91.406,91.31,91.26450980392156,91.23875621890548,100.0,235140.0,92.91450793488832,90.42549206511168,0.6767766952966368,0.0096459497972156,0.0,0.0,0.0,0.0,91.23,91.23,91.23,91.23,91.23,0.8504672897196284,0.1308411214953284,-0.0300000000000011,0.0,0.0,0.0,0,0,7,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.0,0.0,91.2300033569336
2020-07-28 12:00:00+00:00,91.63,91.77,90.78,91.02,256836,91.16931,563,0.1797397080808878,-0.6099999999999994,0.9899999999999948,12.456196921416158,0.0374474233163653,0.0187213934951807,0.0187260298211845,91.3008778930566,0.0,1.2999555555555533,91.3288,91.28363636363636,91.25492118415994,91.2365795401104,90.322580645161,-21696.0,92.609937558353,90.29672910831368,0.3126700024262966,-0.0118336771251764,0.0,0.0,0.0,0.0,92.11,91.23,91.23,91.23,91.23,-0.6161616161616188,0.2424242424242385,-0.480000000000004,0.0,0.0,0.0,0,0,7,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,1.0,1.0,91.66999816894533
2020-07-28 16:00:00+00:00,90.99,91.63,90.59,90.59,344484,91.112303,855,0.1797397080808878,-0.3999999999999915,1.039999999999992,12.749805827123602,-0.0229417265015996,0.0103887694958247,-0.0333304959974243,88.04688887573262,0.0,1.2652948148148118,91.18104,91.22057851239668,91.22884584360465,91.23014591284564,89.54838709677385,-366180.0,92.51701813846724,89.95798186153276,0.2469750601677099,-0.0047242364315533,-0.0070152362161569,0.0,0.0,0.0,91.02,92.11,91.23,91.23,91.23,-0.3846153846153793,0.6153846153846206,-0.0300000000000011,0.0,0.0,0.0,-1,1,7,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,2.0,2.0,91.45333099365234
2020-07-29 12:00:00+00:00,91.11,92.06,91.11,91.8,238392,91.715192,438,0.1797397080808878,0.6899999999999977,0.9500000000000028,12.38167585132614,0.026530497732196,0.0136171151430989,0.012913382589097,89.21203950694411,0.0,1.2925888395061702,91.304832,91.2732531930879,91.25124404581622,91.23581610276756,67.43010752688122,-127788.0,92.5669634341261,90.1330365658739,0.6848864096410371,0.01335688265813,-0.0033655412007382,0.0,0.6084817170630509,0.0,90.59,91.02,92.11,91.23,91.23,0.7263157894736797,0.2736842105263203,0.519999999999996,0.0,0.0,0.0,1,1,7,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.2225209339563143,3.0,0.0,91.38263702392578
2020-07-29 16:00:00+00:00,91.76,92.45,91.36,92.27,307116,91.979261,811,0.1797397080808878,0.5099999999999909,1.0900000000000034,12.634984061458177,0.1024813230124408,0.0313899567169673,0.0710913662954734,89.63468925575395,0.0,1.2655769942386814,91.4978656,91.3638665391708,91.2911952597058,91.24610648980472,59.70166177908085,179328.0,92.82585617497602,90.18081049169064,0.7898500662999497,0.0051198257080609,0.0137332454405625,0.0113997588512548,0.7239958563417336,0.0,91.8,90.59,91.02,91.23,91.23,0.4678899082568709,0.3669724770642242,-0.039999999999992,0.0,0.0,0.0,0,0,7,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0.0,0.0,91.4477767944336
2020-07-30 12:00:00+00:00,91.48,92.56,91.12,92.44,572224,91.73036,1029,0.1797397080808878,0.9599999999999936,1.4399999999999975,13.25728754966085,0.17438033059085,0.0599880314917438,0.1143922990991061,89.79049437654041,0.0,1.288833395006857,91.68629248,91.46169685379164,91.33624642599185,91.2579860272196,51.24711131162736,751552.0,93.03674824370552,90.2375374705802,0.7868155376383965,0.0018424189877532,0.0204216800971408,0.0035826728911083,0.7981415914485349,0.0,92.27,91.8,90.59,92.11,91.23,0.6666666666666634,0.25,-0.789999999999992,0.0,0.0,0.0,0,0,7,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,0.0,1.0,91.63087463378906
2020-07-30 16:00:00+00:00,92.5,93.47,92.49,93.46,718432,93.01475,1935,0.1797397080808878,0.9599999999999936,0.980000000000004,13.484827730327154,0.3100917430173524,0.1100087737968656,0.2000829692204868,90.69431772250404,0.0,1.2543222756726096,92.041033984,91.64336077617423,91.41953087987451,91.27989661401344,49.9989699038935,1469984.0,93.69269175269166,90.03730824730833,0.9363427250932832,0.0110341843357852,0.0180827886710239,0.026807295099978,1.044447222218529,0.0,92.44,92.27,91.8,91.02,91.23,0.9795918367346836,0.0102040816326582,0.0600000000000022,0.0,0.0,0.0,0,0,7,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0.0,0.0,91.8141098022461
2020-07-31 12:00:00+00:00,100.26,100.26,97.99,99.63,1717556,99.183995,3635,0.1797397080808878,-0.6300000000000097,2.2700000000000102,14.356413490300865,0.9050782713513,0.2690226733077525,0.6360555980435476,94.09799358703116,0.0,1.9937459722495965,93.5588271872,92.36941888743112,91.7415100610559,91.36298221984414,54.33225201363901,3187540.0,98.17945438023484,87.27610117532072,1.1330366532665757,0.0660175476139526,0.0797659044109677,0.0997902638260292,3.2489613725004527,0.0,93.46,92.44,92.27,90.59,91.23,-0.2775330396475801,0.7224669603524199,6.800000000000011,0.0,0.0,0.0,0,0,7,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,0.0,92.32721710205078
2020-07-31 16:00:00+00:00,99.65,103.32,99.1,103.27,1853772,101.467652,4261,0.1797397080808878,3.6199999999999903,4.219999999999999,14.432733579639844,1.65129189587104,0.5454765178204101,1.10581537805063,95.21089197001172,0.0,2.290579842616317,95.50106174976,93.36038080675556,92.19360770572038,91.48146000870142,58.12578245368203,5041312.0,102.20066075387818,85.36333924612181,1.0635100568477716,0.0365351801666165,0.1171570748593682,0.1249455337690632,4.970888250604722,4.209330376939095,99.63,93.46,92.44,91.8,91.23,0.8578199052132681,0.1303317535545051,0.0200000000000102,1.936212839821709,2.262687298181419,0.7123807409711981,0,0,7,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.0,0.0,98.58697509765624
