timestamp,open,high,low,close,volume,vwap,transactions,greed_index,sentiment,news_count,price_change,high_low_range,macd_line,macd_signal,macd_histogram,rsi,roc,atr,ema_9,ema_21,ema_50,ema_200,adx,obv,bollinger_percB,returns_1,returns_3,returns_5,std_5,std_10,lagged_close_1,lagged_close_2,lagged_close_3,lagged_close_5,lagged_close_10,candle_body_ratio,wick_dominance,news_volume_z,d_sentiment,gap_vs_prev,volume_zscore,atr_zscore,rsi_zscore,month,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,days_since_high,days_since_low,predicted_close
2020-07-27 12:00:00+00:00,248.68,250.84,248.01,249.13,177258,249.937804,1018,58.0,-0.6043857485055923,2,0.44999999999998863,2.8300000000000125,0.0,0.0,0.0,50.0,0.0,2.8300000000000125,249.13,249.13,249.13,249.13,,0.0,0.0,,,,,,249.13,249.13,249.13,249.13,249.13,0.15901060070670905,0.6042402826855126,0.0,0.0,-0.44999999999998863,0.0,0.0,0.0,7,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,
2020-07-27 16:00:00+00:00,249.08,251.89,249.08,251.51,111438,251.043373,898,58.0,-0.6043857485055923,2,2.4299999999999784,2.809999999999974,0.18985754985754966,0.037971509971509936,0.15188603988603971,50.0,0.0,2.827333333333341,249.606,249.34636363636363,249.22333333333336,249.15368159203982,100.0,111438.0,0.6767766952966366,0.009553245293621782,,,,,249.13,249.13,249.13,249.13,249.13,0.8647686832740217,0.1352313167259783,0.0,0.0,-0.04999999999998295,0.0,0.0,0.0,7,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.0,0.0,
2020-07-28 12:00:00+00:00,250.97,251.14,249.05,250.34,69784,250.150296,656,76.0,-0.9439541231840848,1,-0.6299999999999955,2.089999999999975,0.24310939034586454,0.07899908604638087,0.16411030429948367,96.35627530364376,0.0,2.7783555555555592,249.7528,249.436694214876,249.26712418300656,249.1654857553031,97.22222222222209,41654.0,0.5028009885873073,-0.004651902508846506,,,,,251.51,249.13,249.13,249.13,249.13,-0.301435406698566,0.6172248803827787,0.0,0.0,-0.539999999999992,0.0,0.0,0.0,7,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,1.0,1.0,
2020-07-28 16:00:00+00:00,250.34,251.17,248.05,248.32,137175,249.637478,991,76.0,-0.9439541231840848,1,-2.0200000000000102,3.119999999999976,0.12092083927149133,0.08738343669140296,0.033537402580088374,90.24253438334341,0.0,2.8239081481481483,249.46624000000003,249.33517655897816,249.2299820581828,249.157072961718,65.13532763532724,-95521.0,0.23061933246610294,-0.008069026124470802,-0.0032513145747200545,,,,250.34,251.51,249.13,249.13,249.13,-0.6474358974359057,0.26602564102563797,0.0,0.0,0.0,0.0,0.0,0.0,7,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,2.0,2.0,
2020-07-28 20:00:00+00:00,248.71,248.8,248.65,248.71,1400,248.727143,4,76.0,-0.9439541231840848,1,0.0,0.15000000000000568,0.05492216433549402,0.08089118222022118,-0.025969017884727164,90.3695830288536,0.0,2.5113870617283975,249.31499200000002,249.2783423263438,249.20959060492072,249.15262447453674,49.091880341879836,-94121.0,0.32955582734278377,0.0015705541237114318,-0.011132758140829369,,1.3083462844369556,,248.32,250.34,251.51,249.13,249.13,0.0,0.6,0.0,0.0,0.3900000000000148,0.0,0.0,0.0,7,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,3.0,3.0,
2020-07-29 12:00:00+00:00,249.76,251.03,249.45,250.67,60338,250.356132,374,71.0,0.9240617882460356,1,0.9099999999999966,1.5800000000000125,0.1589411835242629,0.09650118248102954,0.062440001043233356,91.00356867667641,0.0,2.485868786831277,249.58599360000005,249.40485666031253,249.2668615615905,249.1677227384717,49.71433954032515,-33783.0,0.6781699839837695,0.007880664227413403,0.0013182072381561216,0.006181511660578787,1.3500555544124773,,248.71,248.32,250.34,249.13,249.13,0.5759493670886009,0.2278481012658296,0.0,0.0,1.049999999999983,0.0,0.0,0.0,7,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,4.0,0.0,
2020-07-29 16:00:00+00:00,250.53,252.01,249.73,251.26,116167,251.061294,917,71.0,0.9240617882460356,1,0.7299999999999898,2.280000000000001,0.28569179760637553,0.13433930550609874,0.1513524921002768,91.19154989391373,0.0,2.458419615253774,249.92079488000007,249.57350605482958,249.34502385329284,249.18854141769089,51.605049805973486,82384.0,0.7497486498000102,0.0023536921051581228,0.011839561855670144,-0.000993996262574015,1.2787298385507342,,250.67,248.71,248.32,251.51,249.13,0.32017543859648656,0.35087719298246095,0.0,0.0,-0.13999999999998636,0.0,0.0,0.0,7,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.0,0.0,
2020-07-30 12:00:00+00:00,248.9,251.73,248.11,251.39,170441,249.593799,885,76.0,-0.953489325940609,1,2.4899999999999807,3.619999999999976,0.39211245766946945,0.1858939359387729,0.20621852173069655,91.23500809367707,0.0,2.613296999886601,250.21463590400006,249.73864186802686,249.42521899630097,249.2104464782114,47.561409240348574,252825.0,0.7398749733975366,0.0005173923425934035,0.010775602106871451,0.004194295757769417,1.4517747759208313,,251.26,250.67,248.71,250.34,249.13,0.6878453038674025,0.21823204419889428,0.0,0.0,-2.359999999999985,0.0,0.0,0.0,7,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,1.0,1.0,
2020-07-30 16:00:00+00:00,251.65,253.01,251.2,252.55,372998,252.318654,1519,76.0,-0.953489325940609,1,0.9000000000000057,1.8100000000000023,0.5635575621899136,0.26142666118900104,0.30213090100091256,91.63174836372907,0.0,2.506190733235055,250.68170872320007,249.99421988002442,249.5477594278186,249.2436758664879,46.02709999617193,625823.0,0.8695519086416396,0.0046143442459922746,0.0074999002672837545,0.017034471649484573,1.408893182608247,,251.39,251.26,250.67,248.32,249.13,0.497237569060776,0.25414364640882814,0.0,0.0,0.2600000000000193,0.0,0.0,0.0,7,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.0,0.0,
2020-07-30 20:00:00+00:00,252.96,256.89,252.96,256.88,2800,255.66733,15,76.0,-0.953489325940609,1,3.9199999999999875,3.9299999999999784,1.036871446789263,0.4165156183090535,0.6203558284802095,92.92000479506417,0.0,2.750698635470378,251.9213669785601,250.62019989093127,249.8352982737865,249.3196591911995,47.14514200156829,628623.0,1.0930999911567993,0.01714511977826172,0.02236726896441943,0.032849503437738736,2.5146073252100374,2.446467748498729,252.55,251.39,251.26,248.71,249.13,0.9974554707379157,0.002544529262084214,0.0,0.0,0.4099999999999966,-1.108376959753291,0.5830064886579651,0.5312629800946644,7,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.0,0.0,
