timestamp,open,high,low,close,volume,vwap,transactions,sentiment,price_change,high_low_range,log_volume,macd_line,macd_signal,macd_histogram,rsi,momentum,roc,atr,ema_9,ema_21,ema_50,ema_200,adx,obv,bollinger_upper,bollinger_lower,lagged_close_1,lagged_close_2,lagged_close_3,lagged_close_5,lagged_close_10,candle_body_ratio,wick_dominance,gap_vs_prev,volume_zscore,atr_zscore,rsi_zscore,adx_trend,macd_cross,macd_hist_flip,day_of_week,days_since_high,days_since_low
2024-04-05 13:00:00+00:00,182.47,184.925,182.03,184.57,98132,183.308766,932,0.002,2.0999999999999943,2.8950000000000102,11.494078980423849,0.0,0.0,0.0,50.0,0.0,0.0,2.8950000000000102,184.57,184.57,184.57,184.57,,0.0,0.0,0.0,184.57,184.57,184.57,184.57,184.57,0.7253886010362649,0.15198618307426465,-2.0999999999999943,0.0,0.0,0.0,0,0,0,4,0.0,0.0
2024-04-05 14:00:00+00:00,184.62,185.61,184.25,185.48,116846,184.840628,1415,0.002,0.8599999999999852,1.3600000000000136,11.668620665696473,0.07259259259257078,0.014518518518514156,0.058074074074056625,50.0,0.0,0.0,2.690333333333344,184.752,184.65272727272725,184.6056862745098,184.57905472636816,100.0,116846.0,186.3119343417595,183.73806565824046,184.57,184.57,184.57,184.57,184.57,0.6323529411764534,0.27205882352941235,0.05000000000001137,0.0,0.0,0.0,1,0,0,4,0.0,0.0
2024-04-05 15:00:00+00:00,185.43,185.71,184.385,185.65,70431,185.109504,1043,0.002,0.21999999999999886,1.325000000000017,11.162402984326189,0.1422011184973826,0.04005503851428784,0.10214607998309475,50.0,0.0,0.0,2.5082888888889006,184.93160000000003,184.74338842975203,184.64663975394078,184.5897108982451,100.0,187277.0,186.39476922624067,184.07189744042603,185.48,184.57,184.57,184.57,184.57,0.1660377358490536,0.7886792452830207,-0.04999999999998295,0.0,0.0,0.0,1,0,0,4,0.0,0.0
2024-04-05 16:00:00+00:00,185.615,186.18,185.47,186.18,46223,185.789541,814,0.002,0.5649999999999977,0.710000000000008,10.741254422706016,0.23739638957954412,0.0795233087273391,0.15787308085220503,50.0,0.0,0.0,2.268517037037048,185.18128000000004,184.87398948159276,184.70677152829603,184.60553467040188,100.0,233500.0,186.80995024783263,184.13004975216737,185.65,185.48,184.57,184.57,184.57,0.7957746478873118,0.2042253521126882,-0.03499999999999659,0.0,0.0,0.0,1,0,0,4,0.0,0.0
2024-04-05 17:00:00+00:00,186.18,186.27,184.375,184.375,62687,185.437381,943,0.002,-1.8050000000000068,1.8950000000000102,11.045925320744267,0.1652856032242198,0.09667576762671526,0.06860983559750455,85.72454645232094,0.0,0.0,2.21871476543211,185.02002400000003,184.82862680144797,184.69376088012757,184.60324079308447,76.70212765957444,170813.0,186.76949267367348,183.73250732632653,186.18,185.65,185.48,184.57,184.57,-0.952506596306067,0.04749340369393294,0.0,0.0,0.0,0.0,1,0,0,4,0.0,1.0
2024-04-05 18:00:00+00:00,184.405,184.95,184.12,184.56,43290,184.475912,690,0.002,0.15500000000000114,0.8299999999999841,10.675700040192325,0.12166278652730966,0.10167317140683414,0.01998961512047552,85.94599318681016,0.0,0.0,2.0335527967078266,184.92801920000002,184.8042061831345,184.68851535541668,184.60281053643686,62.091068730346684,214103.0,186.6065395129174,183.6651271537493,184.375,186.18,185.65,184.57,184.57,0.1867469879518122,0.46987951807228173,0.030000000000001137,0.0,0.0,0.0,1,0,0,4,1.0,2.0
2024-04-05 19:00:00+00:00,184.53,185.24,184.3,185.04,121544,184.84575,1646,0.002,0.5099999999999909,0.9399999999999977,11.708039843562934,0.12438949382712394,0.10621643589089211,0.018173057936231835,86.52984953236312,0.0,0.0,1.8877457571467828,184.95041536000002,184.82564198466773,184.70229906696898,184.60716068035293,52.865182491178494,335647.0,186.46666082705943,183.77762488722627,184.56,184.375,186.18,185.48,184.57,0.5425531914893533,0.24468085106381948,-0.030000000000001137,0.0,0.0,0.0,1,0,0,4,2.0,3.0
2024-04-08 13:00:00+00:00,187.1,187.28,185.34,186.11,74616,186.155433,976,0.0,-0.9899999999999807,1.9399999999999977,11.220123642268218,0.2104643842320968,0.12706602555913304,0.08339835867296375,87.75142073369952,0.0,0.0,1.934712989527213,185.18233228800003,184.9424018042434,184.75750302512705,184.62211430542405,51.78283553520904,410263.0,186.67300459211978,183.8182454078802,185.04,184.56,184.375,185.65,184.57,-0.5103092783505061,0.3969072164948511,2.0600000000000023,0.0,0.0,0.0,1,0,0,0,0.0,4.0
2024-04-08 14:00:00+00:00,186.09,187.08,185.88,187.065,58642,186.48847,875,0.0,0.9749999999999943,1.200000000000017,10.979223494869933,0.3516858580908888,0.1719899920654842,0.1796958660254046,88.73348563685036,0.0,0.0,1.8367512575902536,185.55886583040004,185.1353652765849,184.84799310257304,184.64642162576808,50.971075318231954,468905.0,187.25163552654232,183.64392002901326,186.11,185.04,184.56,186.18,184.57,0.8124999999999837,0.17500000000000415,-0.020000000000010232,0.0,0.0,0.0,1,0,0,0,1.0,0.0
2024-04-08 15:00:00+00:00,187.065,187.15,185.585,185.74,59931,186.357958,851,0.795,-1.3249999999999886,1.5649999999999977,11.000965865163035,0.3526236412213848,0.20811672189666433,0.14450691932472046,79.24057716114297,0.0,0.0,1.8005177565782196,185.59509266432005,185.19033206962263,184.88297376521723,184.65730300262612,49.42914364382469,408974.0,187.1877061569877,183.7662938430123,187.065,186.11,185.04,184.375,184.57,-0.8466453674121346,0.09904153354632675,0.0,-0.5505799298535321,-1.0664747681068842,0.42239754587063133,1,0,0,0,2.0,1.0
